hhid	pid	money_transfers	ever_make_receiv	frequency_transfers	average_transfered_per_time
1387092.0	1	6	2		
1387092.0	1	7	2		
1387092.0	1	8	2		
1388073.0	1	1	2		
1388073.0	1	2	2		
1388073.0	1	3	1	5	0
1388073.0	1	4	1	5	500
1388073.0	1	5	2		
1388073.0	1	6	2		
1388073.0	1	7	2		
1388073.0	1	8	2		
1388056.0	2	1	1	4	100
1388056.0	2	2	1	4	100
1388027.0	1	1	2		
1388027.0	1	2	2		
1388027.0	1	3	2		
1388027.0	1	4	2		
1388027.0	1	5	2		
1388027.0	1	6	2		
1388027.0	1	7	2		
1388027.0	1	8	2		
1388041.0	2	1	2		
1388041.0	2	2	2		
1388041.0	2	3	2		
1388041.0	2	4	1	7	2500
1388041.0	2	5	2		
1388041.0	2	6	2		
1388041.0	2	7	2		
1388041.0	2	8	2		
1388049.0	1	1	2		
1388049.0	1	2	2		
1388049.0	1	3	2		
1388049.0	1	4	2		
1388049.0	1	5	2		
1388049.0	1	6	2		
1388049.0	1	7	2		
1388049.0	1	8	2		
56017.0	1	1	2		
56017.0	1	2	2		
56017.0	1	3	2		
56017.0	1	4	2		
56017.0	1	5	2		
56017.0	1	6	2		
56017.0	1	7	2		
56017.0	1	8	2		
1389041.0	2	1	2		
1389041.0	2	2	2		
1389041.0	2	3	2		
1389041.0	2	4	2		
1389041.0	2	5	2		
1389041.0	2	6	2		
1389041.0	2	7	2		
1389041.0	2	8	2		
1389060.0	2	1	2		
1389060.0	2	2	2		
1389060.0	2	3	2		
1389060.0	2	4	2		
1389060.0	2	5	2		
1389060.0	2	6	2		
1389060.0	2	7	2		
1389060.0	2	8	2		
1389035.0	1	1	2		
1389035.0	1	2	2		
1389035.0	1	3	2		
1389035.0	1	4	2		
1389035.0	1	5	2		
1389035.0	1	6	2		
1389035.0	1	7	2		
1389035.0	1	8	2		
1389017.0	2	1	2		
1389017.0	2	2	2		
1389017.0	2	3	2		
1389017.0	2	4	1	5	1000
1389017.0	2	5	2		
1389017.0	2	6	2		
1389017.0	2	7	2		
1389017.0	2	8	2		
1389050.0	1	1	2		
1389050.0	1	2	2		
1389050.0	1	3	2		
1389050.0	1	4	2		
1389050.0	1	5	2		
1389050.0	1	6	2		
1389050.0	1	7	1	4	0
1389050.0	1	8	2		
1389054.0	2	1	2		
1389054.0	2	2	2		
1389054.0	2	3	2		
1389054.0	2	4	2		
1389054.0	2	5	2		
1389054.0	2	6	2		
1389054.0	2	7	2		
1389054.0	2	8	2		
112081.0	1	1	2		
112081.0	1	2	2		
112081.0	1	3	2		
112081.0	1	4	2		
112081.0	1	5	2		
112081.0	1	6	1	2	22000
112081.0	1	7	2		
112081.0	1	8	2		
112068.0	2	1	2		
112068.0	2	2	2		
112068.0	2	3	2		
112068.0	2	4	2		
112068.0	2	5	2		
112068.0	2	6	2		
112068.0	2	7	2		
112068.0	2	8	2		
112005.0	1	1	1	2	2000
112005.0	1	2	2		
112005.0	1	3	2		
112005.0	1	4	2		
112005.0	1	5	2		
112005.0	1	6	2		
112005.0	1	7	1	4	0
112018.0	2	1	2		
112018.0	2	2	2		
112018.0	2	3	2		
112018.0	2	4	2		
112018.0	2	5	2		
112018.0	2	6	2		
112018.0	2	7	2		
112018.0	2	8	2		
113071.0	1	1	2		
113071.0	1	2	2		
113071.0	1	3	2		
113071.0	1	4	2		
113071.0	1	5	2		
113071.0	1	6	2		
113071.0	1	7	2		
113071.0	1	8	2		
113001.0	1	1	1	4	1000
113001.0	1	2	2		
113001.0	1	3	2		
113001.0	1	4	2		
113001.0	1	5	2		
113001.0	1	6	2		
113001.0	1	7	2		
113001.0	1	8	2		
1394066.0	2	1	2		
1394066.0	2	2	2		
1394066.0	2	3	2		
1394066.0	2	4	2		
1394066.0	2	5	2		
1394066.0	2	6	2		
1394066.0	2	7	2		
1394066.0	2	8	2		
1394060.0	2	1	2		
1394060.0	2	2	2		
1394060.0	2	3	2		
1394060.0	2	4	2		
1394060.0	2	5	2		
1394060.0	2	6	2		
1394060.0	2	7	2		
1394060.0	2	8	2		
1394047.0	1	1	2		
1394047.0	1	2	2		
1394047.0	1	3	2		
1394047.0	1	4	2		
1394047.0	1	5	2		
1394047.0	1	6	2		
1394047.0	1	7	2		
1394047.0	1	8	2		
1394046.0	1	1	2		
1394046.0	1	2	2		
1394046.0	1	3	2		
1394046.0	1	4	2		
1394046.0	1	5	2		
1394046.0	1	6	2		
1394046.0	1	7	2		
1394046.0	1	8	2		
1395029.0	2	2	1	4	3000
1395033.0	2	1	2		
1395033.0	2	2	2		
1395033.0	2	3	2		
1395033.0	2	4	2		
1395033.0	2	5	2		
1395033.0	2	6	2		
1395033.0	2	7	2		
1395033.0	2	8	2		
1395014.0	2	1	2		
1395014.0	2	2	2		
1395014.0	2	3	2		
1395014.0	2	4	2		
1395014.0	2	5	2		
1395014.0	2	6	2		
1395014.0	2	7	2		
1395014.0	2	8	2		
1395009.0	2	1	2		
1395009.0	2	2	1	2	1030
1395009.0	2	3	2		
1395009.0	2	4	2		
1395009.0	2	5	2		
1395009.0	2	6	2		
1395009.0	2	7	2		
1395009.0	2	8	2		
1395019.0	1	1	2		
1395019.0	1	2	2		
1395019.0	1	3	2		
1395019.0	1	4	2		
1395019.0	1	5	2		
1395019.0	1	6	2		
1395019.0	1	7	2		
1395019.0	1	8	2		
1395048.0	3	1	2		
1395048.0	3	2	2		
1395048.0	3	3	2		
1395048.0	3	4	2		
1395048.0	3	5	2		
1395048.0	3	6	2		
1395048.0	3	7	2		
1395048.0	3	8	2		
1395043.0	2	1	1	4	200
1395043.0	2	2	1	4	1000
1395043.0	2	3	2		
1395043.0	2	4	2		
1395043.0	2	5	2		
1395043.0	2	6	2		
1395043.0	2	7	2		
1395043.0	2	8	2		
1395024.0	2	1	2		
1395024.0	2	2	1	4	2000
1395024.0	2	3	2		
1395024.0	2	4	2		
1395024.0	2	5	2		
1395024.0	2	6	2		
1395024.0	2	7	2		
1395024.0	2	8	2		
1397025.0	2	1	2		
1397025.0	2	2	1	4	2000
1397025.0	2	3	2		
1397025.0	2	4	2		
1397025.0	2	5	2		
1397025.0	2	6	2		
1397025.0	2	7	2		
1397025.0	2	8	2		
1397045.0	2	1	2		
1397045.0	2	2	2		
1397045.0	2	3	2		
1397045.0	2	4	2		
1397045.0	2	5	2		
1397045.0	2	6	2		
1397045.0	2	7	2		
1397045.0	2	8	2		
1397035.0	1	1	2		
1397035.0	1	2	2		
1397035.0	1	3	2		
1397035.0	1	4	2		
1397035.0	1	5	2		
1397035.0	1	6	2		
1397035.0	1	7	2		
1397035.0	1	8	2		
1397085.0	2	1	2		
1397085.0	2	2	2		
1397085.0	2	3	2		
1397085.0	2	4	2		
1397085.0	2	5	2		
1397085.0	2	6	2		
1397085.0	2	7	2		
1397085.0	2	8	2		
1397055.0	1	1	2		
1397055.0	1	2	2		
1397055.0	1	3	2		
1397055.0	1	4	2		
1397055.0	1	5	2		
1397055.0	1	6	2		
1397055.0	1	7	2		
1397055.0	1	8	2		
1399057.0	2	1	2		
1399057.0	2	2	2		
1399057.0	2	3	2		
1399057.0	2	4	2		
1399057.0	2	5	2		
1399057.0	2	6	2		
1399057.0	2	7	2		
1399057.0	2	8	2		
1399049.0	1	1	2		
1399049.0	1	2	2		
1399049.0	1	3	2		
1399049.0	1	4	2		
1399049.0	1	5	2		
1399049.0	1	6	2		
1399049.0	1	7	2		
1399049.0	1	8	2		
1399017.0	2	1	2		
1399017.0	2	2	2		
1399017.0	2	3	2		
1399017.0	2	4	2		
1399017.0	2	5	2		
1399017.0	2	6	2		
1399017.0	2	7	2		
1399017.0	2	8	2		
1399041.0	2	1	2		
1399041.0	2	2	2		
1399041.0	2	3	2		
1399041.0	2	4	2		
1399041.0	2	5	2		
1399041.0	2	6	2		
1399041.0	2	7	2		
1399041.0	2	8	2		
1400115.0	1	1	2		
1400115.0	1	2	2		
1400115.0	1	3	2		
1400115.0	1	4	2		
1400115.0	1	5	2		
1400115.0	1	6	2		
1400115.0	1	7	2		
1400115.0	1	8	2		
1400102.0	1	1	2		
1400102.0	1	2	2		
1400102.0	1	3	2		
1400102.0	1	4	2		
1400102.0	1	5	2		
1400102.0	1	6	2		
1400102.0	1	7	2		
1400102.0	1	8	2		
1400076.0	1	1	2		
1400076.0	1	2	2		
1400076.0	1	3	2		
1400076.0	1	4	2		
1400076.0	1	5	2		
1400076.0	1	6	2		
1400076.0	1	7	2		
1400076.0	1	8	2		
1400089.0	1	1	2		
1400089.0	1	2	2		
1400089.0	1	3	2		
1400089.0	1	4	2		
1400089.0	1	5	2		
1400089.0	1	6	2		
1400089.0	1	7	2		
1400089.0	1	8	2		
1400049.0	1	1	2		
1400049.0	1	2	2		
1400049.0	1	3	2		
1400049.0	1	4	2		
1400049.0	1	5	2		
1400049.0	1	6	2		
1400049.0	1	7	2		
1400049.0	1	8	2		
1400002.0	1	1	2		
1400002.0	1	2	2		
1400002.0	1	3	2		
1400002.0	1	4	2		
1400002.0	1	5	2		
1400002.0	1	6	2		
1400002.0	1	7	2		
1400002.0	1	8	2		
1401023.0	1	1	2		
1401023.0	1	2	2		
1401023.0	1	3	2		
1401023.0	1	4	2		
1401023.0	1	5	2		
1401023.0	1	6	2		
1401023.0	1	7	2		
1401023.0	1	8	2		
1401001.0	1	1	2		
1401001.0	1	2	2		
1401001.0	1	3	2		
1401001.0	1	4	2		
1401001.0	1	5	2		
1401001.0	1	6	2		
1401001.0	1	7	2		
1401001.0	1	8	2		
1401046.0	2	1	2		
1401046.0	2	2	2		
1401046.0	2	3	2		
1401046.0	2	4	2		
1401046.0	2	5	2		
1401046.0	2	6	2		
1401046.0	2	7	2		
1401046.0	2	8	2		
1401068.0	1	1	2		
1401068.0	1	2	2		
1401068.0	1	3	2		
1401068.0	1	4	2		
1401068.0	1	5	2		
1401068.0	1	6	2		
1401068.0	1	7	2		
1401068.0	1	8	2		
1401038.0	2	1	2		
1401038.0	2	2	2		
1401038.0	2	3	2		
1401038.0	2	4	2		
1401038.0	2	5	2		
1401038.0	2	6	2		
1401038.0	2	7	2		
1401038.0	2	8	2		
1401016.0	1	1	1	4	1500
1401016.0	1	2	2		
1401016.0	1	3	2		
1401016.0	1	4	2		
1401016.0	1	5	2		
1401016.0	1	6	2		
1401016.0	1	7	2		
1401016.0	1	8	2		
1402085.0	2	1	2		
1402085.0	2	2	1	2	1000
1402085.0	2	3	2		
1402085.0	2	4	2		
1402085.0	2	5	2		
1402085.0	2	6	2		
1402085.0	2	7	2		
1402085.0	2	8	2		
1402122.0	1	1	2		
1402122.0	1	2	1	4	500
1402122.0	1	3	2		
1402122.0	1	4	2		
1402122.0	1	5	2		
1402122.0	1	6	2		
1402122.0	1	7	2		
1402122.0	1	8	2		
1402073.0	2	1	2		
1402073.0	2	2	2		
1402073.0	2	3	2		
1402073.0	2	4	2		
1402073.0	2	5	2		
1402073.0	2	6	2		
1402073.0	2	7	2		
1402073.0	2	8	2		
1402024.0	1	1	2		
1402024.0	1	2	2		
1402024.0	1	3	2		
1402024.0	1	4	2		
1402024.0	1	5	2		
1402024.0	1	6	2		
1402024.0	1	7	2		
1402024.0	1	8	2		
1402012.0	3	1	2		
1402012.0	3	2	2		
1402012.0	3	3	2		
1402012.0	3	4	2		
1402012.0	3	5	2		
1402012.0	3	6	2		
1402012.0	3	7	2		
1402012.0	3	8	2		
1402061.0	1	1	2		
1402061.0	1	2	2		
1402061.0	1	3	2		
1402061.0	1	4	2		
1402061.0	1	5	2		
1402061.0	1	6	2		
1402061.0	1	7	2		
1402061.0	1	8	2		
1402098.0	1	1	2		
1402098.0	1	2	2		
1402098.0	1	3	2		
1402098.0	1	4	2		
1402098.0	1	5	2		
1402098.0	1	6	2		
1402098.0	1	7	2		
1402098.0	1	8	2		
1402049.0	1	1	2		
1402049.0	1	2	2		
1402049.0	1	3	2		
1402049.0	1	4	2		
1402049.0	1	5	2		
1402049.0	1	6	2		
1402049.0	1	7	2		
1402049.0	1	8	2		
1402037.0	1	1	2		
1402037.0	1	2	2		
1402037.0	1	3	2		
1402037.0	1	4	2		
1402037.0	1	5	2		
1402037.0	1	6	2		
1402037.0	1	7	2		
1402037.0	1	8	2		
94064.0	1	1	2		
94064.0	1	2	2		
94064.0	1	3	2		
94064.0	1	4	2		
94064.0	1	5	2		
94064.0	1	6	2		
94064.0	1	7	2		
94081.0	1	1	2		
94081.0	1	2	2		
94081.0	1	3	2		
94081.0	1	4	2		
94081.0	1	5	2		
94081.0	1	6	2		
94081.0	1	7	2		
94081.0	1	8	2		
94030.0	1	1	2		
94030.0	1	2	2		
94030.0	1	3	2		
94030.0	1	4	2		
94030.0	1	5	2		
94030.0	1	6	2		
94030.0	1	7	2		
94030.0	1	8	2		
94013.0	1	1	2		
94013.0	1	2	2		
94013.0	1	3	2		
94013.0	1	4	2		
94013.0	1	5	2		
94013.0	1	6	2		
94013.0	1	7	2		
94013.0	1	8	2		
94047.0	1	1	1	4	1000
94047.0	1	2	2		
94047.0	1	3	2		
94047.0	1	4	2		
94047.0	1	5	2		
94047.0	1	6	2		
94047.0	1	7	2		
94047.0	1	8	2		
94056.0	1	1	2		
94056.0	1	2	2		
94056.0	1	3	2		
94056.0	1	4	2		
94056.0	1	5	2		
94056.0	1	6	2		
94056.0	1	7	2		
94056.0	1	8	2		
1398055.0	1	1	2		
1398055.0	1	2	2		
1398055.0	1	3	2		
1398055.0	1	4	2		
1398055.0	1	5	2		
1398055.0	1	6	2		
1398055.0	1	7	2		
1398055.0	1	8	2		
1398038.0	1	1	2		
1398038.0	1	2	2		
1398038.0	1	3	2		
1398038.0	1	4	2		
1398038.0	1	5	2		
1398038.0	1	6	2		
1398038.0	1	7	2		
1398038.0	1	8	2		
1398046.0	1	1	2		
1398046.0	1	2	2		
1398046.0	1	3	2		
1398046.0	1	4	2		
1398046.0	1	5	2		
1398046.0	1	6	2		
1398046.0	1	7	2		
1398046.0	1	8	2		
1398012.0	1	1	2		
1398012.0	1	2	2		
1398012.0	1	3	2		
1398012.0	1	4	2		
1398012.0	1	5	2		
1398012.0	1	6	2		
1398012.0	1	7	2		
1398012.0	1	8	2		
1398003.0	2	1	2		
1398003.0	2	2	2		
1398003.0	2	3	2		
1398003.0	2	4	2		
1398003.0	2	5	2		
1398003.0	2	6	2		
1398003.0	2	7	2		
1398003.0	2	8	2		
1398020.0	1	1	2		
1398020.0	1	2	2		
1398020.0	1	3	2		
1398020.0	1	4	2		
1398020.0	1	5	2		
1398020.0	1	6	2		
1398020.0	1	7	2		
1398020.0	1	8	2		
1398081.0	2	1	2		
1398081.0	2	2	2		
1398081.0	2	3	2		
1398081.0	2	4	2		
1398081.0	2	5	2		
1398081.0	2	6	2		
1398081.0	2	7	2		
1398081.0	2	8	2		
1398072.0	1	1	2		
1398072.0	1	2	2		
1398072.0	1	3	2		
1398072.0	1	4	2		
1398072.0	1	5	2		
1398072.0	1	6	2		
1398072.0	1	7	2		
1398072.0	1	8	2		
137036.0	1	1	2		
137036.0	1	2	2		
137036.0	1	3	2		
137036.0	1	4	2		
137036.0	1	5	2		
137036.0	1	6	2		
137036.0	1	7	2		
137036.0	1	8	2		
138021.0	1	1	2		
138021.0	1	2	2		
138021.0	1	3	2		
138021.0	1	4	2		
138021.0	1	5	2		
138021.0	1	6	2		
138021.0	1	7	2		
138021.0	1	8	2		
138044.0	1	3	1	4	0
138044.0	1	4	1	5	1500
138056.0	1	4	1	5	6000
138107.0	2	4	1	4	2000
138091.0	1	2	1	4	5000
138009.0	2	1	2		
138009.0	2	2	1	4	2700
138009.0	2	3	2		
138009.0	2	4	2		
138009.0	2	5	2		
138009.0	2	6	2		
138009.0	2	7	2		
138009.0	2	8	2		
1405002.0	1	1	2		
1405002.0	1	2	2		
1405002.0	1	3	2		
1405002.0	1	4	1	4	2000
1405002.0	1	5	2		
1405002.0	1	6	2		
1405002.0	1	7	2		
1405002.0	1	8	2		
1405038.0	1	1	2		
1405038.0	1	2	2		
1405038.0	1	3	2		
1405038.0	1	4	2		
1405038.0	1	5	2		
1405038.0	1	6	2		
1405038.0	1	7	2		
1405038.0	1	8	2		
1405066.0	1	1	2		
1405066.0	1	2	2		
1405066.0	1	3	2		
1405066.0	1	4	2		
1405066.0	1	5	2		
1405066.0	1	6	2		
1405066.0	1	7	2		
1405066.0	1	8	2		
1405048.0	1	1	2		
1405048.0	1	2	2		
1405048.0	1	3	2		
1405048.0	1	4	2		
1405048.0	1	5	2		
1405048.0	1	6	2		
1405048.0	1	7	2		
1405048.0	1	8	2		
1405029.0	1	1	2		
1405029.0	1	2	2		
1405029.0	1	3	2		
1405029.0	1	4	2		
1405029.0	1	5	1	4	0
1405029.0	1	6	2		
1405029.0	1	7	2		
1405029.0	1	8	2		
1405020.0	1	3	1	4	0
1405020.0	1	4	1	4	1000
1405057.0	1	1	2		
1405057.0	1	2	2		
1405057.0	1	3	2		
1405057.0	1	4	2		
1405057.0	1	5	2		
1405057.0	1	6	2		
1405057.0	1	7	2		
1405057.0	1	8	2		
1406089.0	1	1	1	4	800
1406089.0	1	2	2		
1406089.0	1	3	1	5	0
1406089.0	1	4	2		
1406089.0	1	5	2		
1406089.0	1	6	2		
1406089.0	1	7	2		
1406089.0	1	8	2		
1406079.0	1	1	2		
1406079.0	1	2	2		
1406079.0	1	3	1	4	0
1406079.0	1	4	2		
1406079.0	1	5	2		
1406079.0	1	6	2		
1406079.0	1	7	2		
1406079.0	1	8	2		
1406069.0	1	1	1	4	5000
1406069.0	1	2	1	4	6000
1406069.0	1	3	2		
1406069.0	1	4	2		
1406069.0	1	5	2		
1406069.0	1	6	2		
1406069.0	1	7	2		
1406069.0	1	8	2		
1406029.0	1	1	2		
1406029.0	1	2	2		
1406029.0	1	3	2		
1406029.0	1	4	2		
1406029.0	1	5	2		
1406029.0	1	6	2		
1406029.0	1	7	2		
1406029.0	1	8	2		
1406009.0	1	1	1	7	2000
1406009.0	1	2	2		
1406009.0	1	3	2		
1406009.0	1	4	2		
1406009.0	1	5	2		
1406009.0	1	6	2		
1406009.0	1	7	2		
1406009.0	1	8	2		
1406049.0	1	1	2		
1406049.0	1	2	2		
1406049.0	1	3	2		
1406049.0	1	4	2		
1406049.0	1	5	2		
1406049.0	1	6	2		
1406049.0	1	7	2		
1406049.0	1	8	2		
1406085.0	1	1	2		
1406085.0	1	2	2		
1406085.0	1	3	2		
1406085.0	1	4	2		
1406085.0	1	5	2		
1406085.0	1	6	2		
1406085.0	1	7	2		
1406085.0	1	8	2		
1407084.0	2	1	2		
1407084.0	2	2	2		
1407084.0	2	3	2		
1407084.0	2	4	2		
1407084.0	2	5	2		
1407084.0	2	6	2		
1407084.0	2	7	2		
1407084.0	2	8	2		
1407064.0	2	1	2		
1407064.0	2	2	1	2	500
1407064.0	2	3	2		
1407064.0	2	4	2		
1407064.0	2	5	2		
1407064.0	2	6	2		
1407064.0	2	7	2		
1407064.0	2	8	2		
1407014.0	1	1	2		
1407014.0	1	2	2		
1407014.0	1	3	2		
1407014.0	1	4	2		
1407014.0	1	5	2		
1407014.0	1	6	1	4	0
1407014.0	1	7	2		
1407014.0	1	8	2		
1408086.0	2	1	2		
1408086.0	2	2	2		
1408086.0	2	3	2		
1408086.0	2	4	2		
1408086.0	2	5	2		
1408086.0	2	6	2		
1408086.0	2	7	2		
1408086.0	2	8	2		
1408068.0	1	1	2		
1408068.0	1	2	2		
1408068.0	1	3	2		
1408068.0	1	4	2		
1408068.0	1	5	2		
1408068.0	1	6	2		
1408068.0	1	7	2		
1408068.0	1	8	2		
1408059.0	1	1	2		
1408059.0	1	2	2		
1408059.0	1	3	2		
1408059.0	1	4	2		
1408059.0	1	5	2		
1408059.0	1	6	2		
1408059.0	1	7	2		
1408059.0	1	8	2		
1408022.0	1	1	1	1	200
1408022.0	1	2	2		
1408022.0	1	3	2		
1408022.0	1	4	2		
1408022.0	1	5	2		
1408022.0	1	6	2		
1408022.0	1	7	2		
1408022.0	1	8	2		
1409027.0	2	1	2		
1409027.0	2	2	2		
1409027.0	2	3	2		
1409027.0	2	4	2		
1409027.0	2	5	2		
1409027.0	2	6	2		
1409027.0	2	7	2		
1409027.0	2	8	2		
1409042.0	1	1	2		
1409042.0	1	2	2		
1409042.0	1	3	2		
1409042.0	1	4	2		
1409042.0	1	5	2		
1409042.0	1	6	2		
1409042.0	1	7	2		
1409042.0	1	8	2		
1409003.0	1	1	2		
1409003.0	1	2	2		
1409003.0	1	3	2		
1409003.0	1	4	2		
1409003.0	1	5	2		
1409003.0	1	6	2		
1409003.0	1	7	2		
1409003.0	1	8	2		
1409011.0	1	1	2		
1409011.0	1	2	2		
1409011.0	1	3	2		
1409011.0	1	4	2		
1409011.0	1	5	2		
1409011.0	1	6	2		
1409011.0	1	7	2		
1409011.0	1	8	2		
1409019.0	1	1	2		
1409019.0	1	2	2		
1409019.0	1	3	2		
1409019.0	1	4	2		
1409019.0	1	5	2		
1409019.0	1	6	2		
1409019.0	1	7	2		
1409019.0	1	8	2		
1410075.0	1	1	2		
1410075.0	1	2	2		
1410075.0	1	3	2		
1410075.0	1	4	2		
1410075.0	1	5	2		
1410075.0	1	6	2		
1410075.0	1	7	2		
1410075.0	1	8	2		
1410089.0	1	1	1	4	0
1410089.0	1	4	1	4	0
1410132.0	1	4	1	3	550
1411044.0	1	1	2		
1411044.0	1	2	2		
1411044.0	1	3	2		
1411044.0	1	4	2		
1411044.0	1	5	2		
1411044.0	1	6	2		
1411044.0	1	7	2		
1411044.0	1	8	2		
1411066.0	1	1	2		
1411066.0	1	2	2		
1411066.0	1	3	2		
1411066.0	1	4	2		
1411066.0	1	5	2		
1411066.0	1	6	2		
1411066.0	1	7	2		
1411066.0	1	8	2		
1411011.0	1	1	2		
1411011.0	1	2	2		
1411011.0	1	3	2		
1411011.0	1	4	2		
1411011.0	1	5	2		
1411011.0	1	6	2		
1411011.0	1	7	2		
1411011.0	1	8	2		
1411082.0	1	1	2		
1411082.0	1	2	2		
1411082.0	1	3	2		
1411082.0	1	4	2		
1411082.0	1	5	2		
1411082.0	1	6	2		
1411082.0	1	7	2		
1411082.0	1	8	2		
1412046.0	3	1	2		
1412046.0	3	2	2		
1412046.0	3	3	2		
1412046.0	3	4	1	2	300
1412046.0	3	5	2		
1412046.0	3	6	2		
1412046.0	3	7	2		
1412046.0	3	8	2		
1412087.0	1	1	2		
1412087.0	1	2	2		
1412087.0	1	3	2		
1412087.0	1	4	2		
1412087.0	1	5	2		
1412087.0	1	6	2		
1412087.0	1	7	2		
1412100.0	1	1	2		
1412100.0	1	2	2		
1412100.0	1	3	2		
1412100.0	1	4	2		
1412100.0	1	5	2		
1412100.0	1	6	2		
1412100.0	1	7	2		
1412100.0	1	8	2		
1412114.0	1	1	2		
1412114.0	1	2	2		
1412114.0	1	3	2		
1412114.0	1	4	2		
1412114.0	1	5	2		
1412114.0	1	6	2		
1412114.0	1	7	2		
1412114.0	1	8	2		
1412128.0	1	1	2		
1412128.0	1	2	2		
1412128.0	1	3	2		
1412128.0	1	4	2		
1412128.0	1	5	2		
1412128.0	1	6	2		
1412128.0	1	7	2		
1412128.0	1	8	2		
1412004.0	1	1	2		
1412004.0	1	2	2		
1412004.0	1	3	2		
1412004.0	1	4	2		
1412004.0	1	5	2		
1412004.0	1	6	2		
1412004.0	1	7	2		
1412004.0	1	8	2		
1413004.0	2	1	2		
1413004.0	2	2	2		
1413004.0	2	3	2		
1413004.0	2	4	2		
1413004.0	2	5	2		
1413004.0	2	6	2		
1413004.0	2	7	2		
1413004.0	2	8	2		
1413037.0	1	1	2		
1413037.0	1	2	2		
1413037.0	1	3	2		
1413037.0	1	4	2		
1413037.0	1	5	2		
1413037.0	1	6	2		
1413037.0	1	7	2		
1413037.0	1	8	2		
1413102.0	1	1	2		
1413102.0	1	2	2		
1413102.0	1	3	2		
1413102.0	1	4	2		
1413102.0	1	5	2		
1413102.0	1	6	2		
1413102.0	1	7	2		
1413102.0	1	8	2		
1413048.0	1	1	2		
1413048.0	1	2	2		
1413048.0	1	3	2		
1413048.0	1	4	2		
1413048.0	1	5	2		
1413048.0	1	6	2		
1413048.0	1	7	2		
1413048.0	1	8	2		
1413080.0	1	1	2		
1413080.0	1	2	2		
1413080.0	1	3	2		
1413080.0	1	4	2		
1413080.0	1	5	2		
1413080.0	1	6	2		
1413080.0	1	7	2		
1413080.0	1	8	2		
1413058.0	1	7	1	3	0
1413069.0	2	1	2		
1413069.0	2	2	2		
1413069.0	2	3	2		
1413069.0	2	4	2		
1413069.0	2	5	2		
1413069.0	2	6	2		
1413069.0	2	7	2		
1413069.0	2	8	2		
1413096.0	2	1	2		
1413096.0	2	2	2		
1413096.0	2	3	2		
1413096.0	2	4	2		
1413096.0	2	5	2		
1413096.0	2	6	2		
1413096.0	2	7	2		
1413096.0	2	8	2		
1414183.0	1	1	2		
1414183.0	1	2	2		
1414183.0	1	3	1	5	0
1414183.0	1	4	2		
1414183.0	1	5	2		
1414183.0	1	6	2		
1414183.0	1	7	2		
1414183.0	1	8	2		
1414160.0	2	1	2		
1414160.0	2	2	2		
1414160.0	2	3	2		
1414160.0	2	4	2		
1414160.0	2	5	2		
1414160.0	2	6	2		
1414160.0	2	7	2		
1414160.0	2	8	2		
1414169.0	1	1	2		
1414169.0	1	2	2		
1414169.0	1	3	2		
1414169.0	1	4	2		
1414169.0	1	5	2		
1414169.0	1	6	2		
1414169.0	1	7	2		
1414169.0	1	8	2		
1483096.0	1	1	2		
1483096.0	1	2	2		
1483096.0	1	3	2		
1483096.0	1	4	2		
1483096.0	1	5	2		
1483096.0	1	6	2		
1483096.0	1	7	2		
1483056.0	1	1	1	4	3000
1484085.0	3	1	2		
1484085.0	3	2	2		
1484085.0	3	3	2		
1484085.0	3	4	2		
1484085.0	3	5	2		
1484085.0	3	6	2		
1484085.0	3	7	2		
1484085.0	3	8	2		
1484011.0	1	1	2		
1484011.0	1	2	2		
1484011.0	1	3	2		
1484011.0	1	4	2		
1484011.0	1	5	2		
1484011.0	1	6	2		
1484011.0	1	7	2		
1484011.0	1	8	2		
1484075.0	1	1	2		
1484075.0	1	2	2		
1484075.0	1	3	2		
1484075.0	1	4	2		
1484075.0	1	5	2		
1484075.0	1	6	2		
1484075.0	1	7	1	2	0
1484075.0	1	8	2		
1484022.0	1	1	2		
1484022.0	1	2	2		
1484022.0	1	3	2		
1484022.0	1	4	2		
1484022.0	1	5	2		
1484022.0	1	6	2		
1484022.0	1	7	2		
1484022.0	1	8	2		
1484032.0	1	1	2		
1484032.0	1	2	2		
1484032.0	1	3	2		
1484032.0	1	4	2		
1484032.0	1	5	2		
1484032.0	1	6	2		
1484032.0	1	7	2		
1484032.0	1	8	2		
1484043.0	1	1	2		
1484043.0	1	2	2		
1484043.0	1	3	2		
1484043.0	1	4	2		
1484043.0	1	5	2		
1484043.0	1	6	2		
1484043.0	1	7	2		
1484043.0	1	8	2		
1485046.0	2	1	2		
1485046.0	2	2	2		
1485046.0	2	3	2		
1485046.0	2	4	2		
1485046.0	2	5	2		
1485046.0	2	6	2		
1485046.0	2	7	2		
1485046.0	2	8	2		
1485030.0	2	2	1	4	4000
1485012.0	1	1	2		
1485012.0	1	2	2		
1485012.0	1	3	2		
1485012.0	1	4	2		
1485012.0	1	5	2		
1485012.0	1	6	2		
1485012.0	1	7	2		
1485012.0	1	8	2		
1485023.0	1	1	2		
1485023.0	1	2	2		
1485023.0	1	3	2		
1485023.0	1	4	2		
1485023.0	1	5	2		
1485023.0	1	6	2		
1485023.0	1	7	2		
1485023.0	1	8	2		
1486005.0	1	1	2		
1486005.0	1	2	2		
1486005.0	1	3	2		
1486005.0	1	4	2		
1486005.0	1	5	2		
1486005.0	1	6	2		
1486005.0	1	7	2		
