hhid	saving_instrument	instr_usage	importance_rank	safety_rank	use_reason	use_reason_other	non_use_reason	non_use_reason_other	money_loss	times_loss	biggest_loss
1265041.0	1	1	1	1	1				2		
1265041.0	2	1	3	3	2				2		
1265041.0	3	2					4				
1265041.0	4	2					4				
1265041.0	5	1	2	2	2				2		
1265041.0	6	2					9	11			
1265041.0	7	2					9	11			
1265041.0	8	2					9	11			
1265041.0	9	2					8				
1265041.0	10	2					9	11			
1265067.0	1	1	1	1	1				2		
1265067.0	2	1	3	3	6				2		
1265067.0	3	2					4				
1265067.0	4	2					1				
1265067.0	5	1	2	2	2				2		
1265067.0	6	2					1				
1265067.0	7	2					1				
1265067.0	8	2					1				
1265067.0	9	2					1				
1265067.0	10	2					3				
1265076.0	1	1	1	1	1				2		
1265076.0	2	1	3	3	6				2		
1265076.0	3	1	2	2	3				2		
1265076.0	4	2					9	48			
1265076.0	5	2					8				
1265076.0	6	2					1				
1265076.0	7	2					1				
1265076.0	8	2					1				
1265076.0	9	2					1				
1265076.0	10	2					3				
1265080.0	1	1	1	1	1				2		
1265080.0	2	1	3	3	6				2		
1265080.0	3	2					4				
1265080.0	4	2					1				
1265080.0	5	1	2	2	2				2		
1265080.0	6	2					1				
1265080.0	7	2					1				
1265080.0	8	2					1				
1265080.0	9	2					1				
1265080.0	10	2					4				
1265050.0	1	1	1	1	1				2		
1265050.0	2	1	2	4	2				2		
1265050.0	3	2					8				
1265050.0	4	1	4	3	9	19			2		
1265050.0	5	1	3	2	2				2		
1265050.0	6	2					5				
1265050.0	7	2					5				
1265050.0	8	2					5				
1265050.0	9	2					8				
1265050.0	10	2					9	11			
1265084.0	1	1	1	1	1				2		
1265084.0	2	1	3	3	2				2		
1265084.0	3	2					4				
1265084.0	4	1	2	2	2				2		
1265084.0	5	2					4				
1265084.0	6	2					1				
1265084.0	7	2					1				
1265084.0	8	2					1				
1265084.0	9	2					1				
1265084.0	10	2					4				
1265007.0	1	2					7				
1265007.0	2	1	2	2	2				2		
1265007.0	3	2					4				
1265007.0	4	2					4				
1265007.0	5	1	1	1	1				2		
1265007.0	6	2					1				
1265007.0	7	2					1				
1265007.0	8	2					7				
1265007.0	9	2					1				
1265007.0	10	2					1				
1265016.0	1	2					3				
1265016.0	2	1	1	1	2				2		
1265016.0	3	2					4				
1265016.0	4	2					8				
1265016.0	5	2					9	9			
1265016.0	6	2					1				
1265016.0	7	2					1				
1265016.0	8	2					5				
1265016.0	9	2					8				
1265016.0	10	2					7				
1265024.0	1	1	1	1	1				2		
1265024.0	2	1	2	2	2				2		
1265024.0	3	2					4				
1265024.0	4	2					1				
1265024.0	5	2					8				
1265024.0	6	2					1				
1265024.0	7	2					5				
1265024.0	8	2					5				
1265024.0	9	2					1				
1265024.0	10	2					1				
1265033.0	1	2					9	25			
1265033.0	2	1	1	1	2				2		
1265033.0	3	2					4				
1265033.0	4	1	2	2	7				2		
1265033.0	5	2					4				
1265033.0	6	2					3				
1265033.0	7	2					3				
1265033.0	8	2					3				
1265033.0	9	2					8				
1265033.0	10	2					4				
1266074.0	1	1	1	1	1				2		
1266074.0	2	2					1				
1266074.0	3	2					4				
1266074.0	4	2					1				
1266074.0	5	2					9	10			
1266074.0	6	2					5				
1266074.0	7	2					5				
1266074.0	8	2					1				
1266074.0	9	2					1				
1266074.0	10	2					8				
1266112.0	1	1	1	1	1				2		
1266112.0	2	1	2	3	7				2		
1266112.0	3	2					4				
1266112.0	4	2					4				
1266112.0	5	1	3	2	2				2		
1266112.0	6	2					5				
1266112.0	7	2					5				
1266112.0	8	2					5				
1266112.0	9	2					8				
1266112.0	10	2					3				
1266099.0	1	1	1	1	1				2		
1266099.0	2	1	2	2	2				2		
1266099.0	3	2					8				
1266099.0	4	2					8				
1266099.0	5	1	3	3	2				2		
1266099.0	6	2					5				
1266099.0	7	2					5				
1266099.0	8	2					5				
1266099.0	9	2					5				
1266099.0	10	2					8				
1266046.0	1	2					3				
1266046.0	2	1	1	2	1				1	1	1600
1266046.0	3	2					7				
1266046.0	4	1	2	1	1				2		
1266046.0	5	2					7				
1266046.0	6	2					1				
1266046.0	7	1	3	3	6				2		
1266046.0	8	2					1				
1266046.0	9	2					1				
1266046.0	10	2					4				
1266035.0	1	1	1	1	6				2		
1266035.0	2	1	4	4	6				2		
1266035.0	3	2					4				
1266035.0	4	1	3	3	4				2		
1266035.0	5	1	2	2	7				2		
1266035.0	6	2					1				
1266035.0	7	2					1				
1266035.0	8	2					1				
1266035.0	9	2					1				
1266035.0	10	2					3				
1266086.0	1	2					4				
1266086.0	2	1	2	2	2				2		
1266086.0	3	2					4				
1266086.0	4	1	1	1	2				2		
1266086.0	5	2					4				
1266086.0	6	2					1				
1266086.0	7	2					1				
1266086.0	8	2					5				
1266086.0	9	2					1				
1266086.0	10	2					4				
1266125.0	1	2					8				
1266125.0	2	1	1	2	2				2		
1266125.0	3	2					4				
1266125.0	4	1	2	1	2				2		
1266125.0	5	2					4				
1266125.0	6	2					5				
1266125.0	7	2					5				
1266125.0	8	2					5				
1266125.0	9	2					5				
1266125.0	10	2					7				
1266117.0	1	1	1	1	1				2		
1266117.0	2	1	2	2	2				2		
1266117.0	3	2					4				
1266117.0	4	2					4				
1266117.0	5	2					4				
1266117.0	6	2					5				
1266117.0	7	2					5				
1266117.0	8	2					5				
1266117.0	9	2					5				
1266117.0	10	2					4				
1266061.0	1	1	1	1	1				2		
1266061.0	2	2					1				
1266061.0	3	2					4				
1266061.0	4	2					1				
1266061.0	5	2					7				
1266061.0	6	2					5				
1266061.0	7	2					8				
1266061.0	8	2					1				
1266061.0	9	2					7				
1266061.0	10	2					1				
1266022.0	1	1	1	1	1				2		
1266022.0	2	2					1				
1266022.0	3	2					4				
1266022.0	4	1	2	2	2				2		
1266022.0	5	2					9	9			
1266022.0	6	2					1				
1266022.0	7	2					5				
1266022.0	8	2					1				
1266022.0	9	2					7				
1266022.0	10	2					8				
1267018.0	1	1	1	1	1				2		
1267018.0	2	1	2	2	2				2		
1267018.0	3	2					8				
1267018.0	4	2					8				
1267018.0	5	1	3	3	3				2		
1267018.0	6	2					8				
1267018.0	7	2					5				
1267018.0	8	2					5				
1267018.0	9	2					7				
1267018.0	10	2					4				
1267052.0	1	1	2	2	1				2		
1267052.0	2	2					1				
1267052.0	3	1	3	3	9	21			2		
1267052.0	4	1	1	1	5				2		
1267052.0	5	2					8				
1267052.0	6	2					8				
1267052.0	7	2					8				
1267052.0	8	2					8				
1267052.0	9	2					8				
1267052.0	10	2					8				
1267034.0	1	1	1	1	1				2		
1267034.0	2	2					1				
1267034.0	3	2					4				
1267034.0	4	2					4				
1267034.0	5	1	2	2	2				2		
1267034.0	6	2					8				
1267034.0	7	2					8				
1267034.0	8	2					8				
1267034.0	9	2					8				
1267034.0	10	2					8				
1267057.0	1	1	1	1	1				2		
1267057.0	2	2					8				
1267057.0	3	2					4				
1267057.0	4	1	3	3	5				2		
1267057.0	5	1	2	2	2				2		
1267057.0	6	2					8				
1267057.0	7	2					8				
1267057.0	8	2					8				
1267057.0	9	2					8				
1267057.0	10	2					7				
1267028.0	1	1	2	2	1				2		
1267028.0	2	2					1				
1267028.0	3	2					4				
1267028.0	4	2					4				
1267028.0	5	1	1	1	1				2		
1267028.0	6	2					1				
1267028.0	7	2					1				
1267028.0	8	2					1				
1267028.0	9	2					1				
1267028.0	10	2					4				
1267051.0	1	1	1	1	1				2		
1267051.0	2	2					8				
1267051.0	3	2					4				
1267051.0	4	2					4				
1267051.0	5	1	2	2	6				2		
1267051.0	6	2					8				
1267051.0	7	2					8				
1267051.0	8	2					8				
1267051.0	9	2					8				
1267051.0	10	1	3	3	7				2		
1267005.0	1	1	1	1	1				2		
1267005.0	2	1	2	3	2				2		
1267005.0	3	2					8				
1267005.0	4	1	3	2	1				2		
1267005.0	5	2					7				
1267005.0	6	2					1				
1267005.0	7	2					5				
1267005.0	8	2					5				
1267005.0	9	2					7				
1267005.0	10	2					8				
1267003.0	1	1	1	1	1				2		
1267003.0	2	1	3	4	2				2		
1267003.0	3	1	4	2	1				2		
1267003.0	4	2					1				
1267003.0	5	1	2	3	2				2		
1267003.0	6	2					1				
1267003.0	7	2					1				
1267003.0	8	2					1				
1267003.0	9	2					8				
1267003.0	10	2					7				
1267010.0	1	1	1	1	1				2		
1267010.0	2	1	2	2	2				2		
1267010.0	3	2					7				
1267010.0	4	1	4	4	2				2		
1267010.0	5	1	3	3	3				2		
1267010.0	6	2					5				
1267010.0	7	2					1				
1267010.0	8	2					1				
1267010.0	9	2					7				
1267010.0	10	1	5	5	7				2		
1267069.0	1	1	2	1	1				2		
1267069.0	2	2					8				
1267069.0	3	1	3	2	7				2		
1267069.0	4	1	5	5	9	19			2		
1267069.0	5	1	4	3	1				2		
1267069.0	6	2					8				
1267069.0	7	2					5				
1267069.0	8	2					5				
1267069.0	9	2					8				
1267069.0	10	1	1	4	9	20			2		
1269019.0	1	1	1	1	1				2		
1269019.0	2	1	3	3	6				2		
1269019.0	3	2					4				
1269019.0	4	2					3				
1269019.0	5	1	2	2	3				2		
1269019.0	6	2					1				
1269019.0	7	2					1				
1269019.0	8	2					1				
1269019.0	9	2					1				
1269019.0	10	2					3				
1269064.0	1	1	1	1	1				2		
1269064.0	2	1	2	2	2				2		
1269064.0	3	2					8				
1269064.0	4	2					4				
1269064.0	5	2					7				
1269064.0	6	2					6				
1269064.0	7	2					8				
1269064.0	8	2					8				
1269064.0	9	2					9	11			
1269064.0	10	2					9	11			
1269037.0	1	1	1	1	1				2		
1269037.0	2	1	3	3	6				2		
1269037.0	3	2					4				
1269037.0	4	2					4				
1269037.0	5	1	2	2	2				2		
1269037.0	6	2					7				
1269037.0	7	2					8				
1269037.0	8	2					8				
1269037.0	9	2					8				
1269037.0	10	2					4				
1269028.0	1	1	1	1	1				2		
1269028.0	2	1	4	4	7				2		
1269028.0	3	2					4				
1269028.0	4	1	2	2	2				2		
1269028.0	5	1	3	3	2				2		
1269028.0	6	2					8				
1269028.0	7	2					8				
1269028.0	8	2					7				
1269028.0	9	2					8				
1269028.0	10	2					4				
1269082.0	1	1	1	1	1				2		
1269082.0	2	1	3	4	6				2		
1269082.0	3	2					4				
1269082.0	4	2					4				
1269082.0	5	1	2	2	2				2		
1269082.0	6	2					7				
1269082.0	7	2					7				
1269082.0	8	1	4	3	7				2		
1269082.0	9	2					8				
1269082.0	10	2					8				
1269010.0	1	1	1	1	1				2		
1269010.0	2	1	2	2	2				2		
1269010.0	3	2					4				
1269010.0	4	2					4				
1269010.0	5	2					4				
1269010.0	6	2					1				
1269010.0	7	2					1				
1269010.0	8	2					1				
1269010.0	9	2					1				
1269010.0	10	2					3				
1269001.0	1	1	1	1	1				2		
1269001.0	2	2					1				
1269001.0	3	2					4				
1269001.0	4	1	3	3	3				2		
1269001.0	5	1	2	2	3				2		
1269001.0	6	2					7				
1269001.0	7	2					1				
1269001.0	8	2					1				
1269001.0	9	2					1				
1269001.0	10	2					3				
1269073.0	1	1	1	1	1				2		
1269073.0	2	1	2	3	6				2		
1269073.0	3	1	3	2	7				2		
1269073.0	4	2					4				
1269073.0	5	2					5				
1269073.0	6	2					5				
1269073.0	7	2					5				
1269073.0	8	2					5				
1269073.0	9	2					5				
1269073.0	10	2					8				
1269055.0	1	1	2	2	1				2		
1269055.0	2	2					8				
1269055.0	3	2					4				
1269055.0	4	2					4				
1269055.0	5	1	1	1	1				2		
1269055.0	6	2					8				
1269055.0	7	2					8				
1269055.0	8	2					8				
1269055.0	9	2					8				
1269055.0	10	2					4				
1269046.0	1	2					4				
1269046.0	2	1	3	3	2				2		
1269046.0	3	2					4				
1269046.0	4	2					4				
1269046.0	5	1	2	1	2				2		
1269046.0	6	2					8				
1269046.0	7	2					8				
1269046.0	8	2					8				
1269046.0	9	2					8				
1269046.0	10	1	1	2	9	20			2		
1270025.0	1	1	1	2	1				1	1	6000
1270025.0	2	1	3	4	6				2		
1270025.0	3	2					7				
1270025.0	4	1	6	5	2				1	1	9000
1270025.0	5	1	4	3	6				2		
1270025.0	6	1	5	6	2				2		
1270025.0	7	2					5				
1270025.0	8	2					1				
1270025.0	9	2					1				
1270025.0	10	1	2	1	7				2		
1270104.0	1	1	1	1	9	21			2		
1270104.0	2	1	4	4	6				1	3	2000
1270104.0	3	2					7				
1270104.0	4	1	2	3	2				1	1	1400
1270104.0	5	1	3	2	9	41			2		
1270104.0	6	2					1				
1270104.0	7	2					6				
1270104.0	8	2					5				
1270104.0	9	2					1				
1270104.0	10	2					4				
1270041.0	1	2					8				
1270041.0	2	1	3	3	6				2		
1270041.0	3	1	1	2	1				2		
1270041.0	4	2					1				
1270041.0	5	1	2	1	1				2		
1270041.0	6	2					5				
1270041.0	7	2					5				
1270041.0	8	2					5				
1270041.0	9	2					7				
1270041.0	10	2					9	25			
1270101.0	1	1	1	1	9	47			2		
1270101.0	2	2					1				
1270101.0	3	1	3	3	9	13			2		
1270101.0	4	1	4	4	2				2		
1270101.0	5	1	2	2	2				2		
1270101.0	6	2					1				
1270101.0	7	2					5				
1270101.0	8	2					5				
1270101.0	9	2					8				
1270101.0	10	2					8				
1270031.0	1	2					7				
1270031.0	2	1	2	2	6				2		
1270031.0	3	2					9	25			
1270031.0	4	2					5				
1270031.0	5	1	1	1	2				2		
1270031.0	6	2					5				
1270031.0	7	2					5				
1270031.0	8	2					5				
1270031.0	9	2					9	25			
1270031.0	10	2					9	25			
1270021.0	1	1	1	1	1				2		
1270021.0	2	1	2	2	5				2		
1270021.0	3	2					4				
1270021.0	4	2					5				
1270021.0	5	2					7				
1270021.0	6	2					1				
1270021.0	7	2					1				
1270021.0	8	2					1				
1270021.0	9	2					1				
1270021.0	10	1	3	3	2				2		
1270072.0	1	1	1	1	1				2		
1270072.0	2	1	3	3	5				2		
1270072.0	3	1	2	2	2				2		
1270072.0	4	2					6				
1270072.0	5	2					7				
1270072.0	6	2					1				
1270072.0	7	2					5				
1270072.0	8	2					1				
1270072.0	9	2					1				
1270072.0	10	2					7				
1270073.0	1	1	1	1	1				2		
1270073.0	2	1	5	2	2				2		
1270073.0	3	2					4				
1270073.0	4	1	4	4	5				2		
1270073.0	5	1	3	3	2				2		
1270073.0	6	2					1				
1270073.0	7	2					5				
1270073.0	8	2					1				
1270073.0	9	2					1				
1270073.0	10	1	2	5	6				2		
1270082.0	1	2					3				
1270082.0	2	1	2	2	2				2		
1270082.0	3	2					4				
1270082.0	4	2					8				
1270082.0	5	1	1	1	1				2		
1270082.0	6	2					5				
1270082.0	7	2					2				
1270082.0	8	2					1				
1270082.0	9	2					1				
1270082.0	10	2					3				
1270093.0	1	1	1	1	1				2		
1270093.0	2	1	4	4	5				2		
1270093.0	3	2					4				
1270093.0	4	1	3	3	6				2		
1270093.0	5	1	2	2	1				2		
1270093.0	6	2					5				
1270093.0	7	2					1				
1270093.0	8	2					1				
1270093.0	9	2					1				
1270093.0	10	2					1				
1272028.0	1	1	1	1	1				2		
1272028.0	2	1	3	2	2				2		
1272028.0	3	2					3				
1272028.0	4	2					8				
1272028.0	5	2					7				
1272028.0	6	2					4				
1272028.0	7	1	4	3	2				2		
1272028.0	8	1	2	4	7				1	1	2000
1272028.0	9	2					3				
1272028.0	10	2					3				
1272042.0	1	1	1	1	5				2		
1272042.0	2	1	3	3	2				2		
1272042.0	3	2					3				
1272042.0	4	2					8				
1272042.0	5	1	2	2	1				2		
1272042.0	6	1	4	4	2				2		
1272042.0	7	1	5	5	2				2		
1272042.0	8	1	6	6	2				2		
1272042.0	9	2					8				
1272042.0	10	2					3				
1272015.0	1	1	1	2	2				2		
1272015.0	2	2					4				
1272015.0	3	2					4				
1272015.0	4	2					8				
1272015.0	5	1	2	1	1				2		
1272015.0	6	2					1				
1272015.0	7	2					1				
1272015.0	8	2					1				
1272015.0	9	2					4				
1272015.0	10	2					8				
1272048.0	1	2					3				
1272048.0	2	1	2	2	1				2		
1272048.0	3	2					4				
1272048.0	4	1	1	1	2				2		
1272048.0	5	2					7				
1272048.0	6	2					1				
1272048.0	7	2					1				
1272048.0	8	2					5				
1272048.0	9	2					7				
1272048.0	10	2					8				
1272002.0	1	1	2	1	1				2		
1272002.0	2	2					8				
1272002.0	3	2					8				
1272002.0	4	1	3	3	6				2		
1272002.0	5	1	1	2	2				2		
1272002.0	6	2					4				
1272002.0	7	2					8				
1272002.0	8	2					1				
1272002.0	9	2					1				
1272002.0	10	2					4				
1272055.0	1	2					7				
1272055.0	2	2					8				
1272055.0	3	2					4				
1272055.0	4	1	1	1	2				2		
1272055.0	5	2					4				
1272055.0	6	2					1				
1272055.0	7	2					1				
1272055.0	8	2					1				
1272055.0	9	2					8				
1272055.0	10	2					8				
1272026.0	1	1	1	1	1				2		
1272026.0	2	1	2	2	2				2		
1272026.0	3	2					8				
1272026.0	4	1	3	3	6				2		
1272026.0	5	2					4				
1272026.0	6	2					4				
1272026.0	7	2					4				
1272026.0	8	2					4				
1272026.0	9	2					4				
1272026.0	10	2					1				
1272062.0	1	2					7				
1272062.0	2	2					8				
1272062.0	3	2					4				
1272062.0	4	1	1	1	2				2		
1272062.0	5	2					4				
1272062.0	6	2					1				
1272062.0	7	2					1				
1272062.0	8	2					1				
1272062.0	9	2					8				
1272062.0	10	2					8				
1272035.0	1	1	1	1	1				2		
1272035.0	2	1	3	5	2				2		
1272035.0	3	2					3				
1272035.0	4	1	4	3	2				2		
1272035.0	5	2					7				
1272035.0	6	1	2	2	5				2		
1272035.0	7	1	5	4	2				2		
1272035.0	8	2					8				
1272035.0	9	2					8				
1272035.0	10	2					4				
1272022.0	1	2					4				
1272022.0	2	1	2	1	6				2		
1272022.0	3	2					8				
1272022.0	4	1	1	2	2				2		
1272022.0	5	2					8				
1272022.0	6	2					1				
1272022.0	7	2					1				
1272022.0	8	2					1				
1272022.0	9	2					8				
1272022.0	10	2					4				
1274094.0	1	2					7				
1274094.0	2	1	1	1	2				2		
1274094.0	3	2					8				
1274094.0	4	2					4				
1274094.0	5	2					4				
1274094.0	6	2					1				
1274094.0	7	2					5				
1274094.0	8	2					1				
1274094.0	9	2					8				
1274094.0	10	2					7				
1274003.0	1	1	2	1	1				2		
1274003.0	2	1	3	3	3				2		
1274003.0	3	2					4				
1274003.0	4	2					1				
1274003.0	5	1	1	2	2				2		
1274003.0	6	2					1				
1274003.0	7	2					5				
1274003.0	8	2					8				
1274003.0	9	2					8				
1274003.0	10	2					1				
1274029.0	1	1	2	1	1				2		
1274029.0	2	2					1				
1274029.0	3	1	3	4	7				2		
1274029.0	4	1	4	3	2				2		
1274029.0	5	1	1	2	2				2		
1274029.0	6	2					5				
1274029.0	7	2					1				
1274029.0	8	2					1				
1274029.0	9	2					8				
1274029.0	10	2					1				
1274016.0	1	1	3	1	1				2		
1274016.0	2	1	4	4	2				2		
1274016.0	3	2					1				
1274016.0	4	2					1				
1274016.0	5	1	1	2	2				2		
1274016.0	6	2					5				
1274016.0	7	2					1				
1274016.0	8	2					1				
1274016.0	9	2					1				
1274016.0	10	1	2	3	6				2		
1274042.0	1	2					3				
1274042.0	2	1	1	1	2				2		
1274042.0	3	2					4				
1274042.0	4	1	2	2	1				2		
1274042.0	5	2					4				
1274042.0	6	2					7				
1274042.0	7	2					4				
1274042.0	8	2					5				
1274042.0	9	2					1				
1274042.0	10	2					4				
1274021.0	1	1	1	1	1				2		
1274021.0	2	1	2	3	7				2		
1274021.0	3	2					8				
1274021.0	4	1	3	2	1				2		
1274021.0	5	2					4				
1274021.0	6	2					2				
1274021.0	7	2					5				
1274021.0	8	2					1				
1274021.0	9	2					8				
1274021.0	10	2					8				
1274062.0	1	2					4				
1274062.0	2	1	1	1	2				2		
1274062.0	3	2					8				
1274062.0	4	2					7				
1274062.0	5	2					4				
1274062.0	6	2					7				
1274062.0	7	2					1				
1274062.0	8	2					1				
1274062.0	9	2					7				
1274062.0	10	2					8				
1274068.0	1	2					4				
1274068.0	2	1	1	1	2				2		
1274068.0	3	2					4				
1274068.0	4	1	2	2	1				2		
1274068.0	5	2					4				
1274068.0	6	2					8				
1274068.0	7	2					8				
1274068.0	8	2					5				
1274068.0	9	2					8				
1274068.0	10	2					8				
1274034.0	1	1	1	1	1				2		
1274034.0	2	1	3	2	6				2		
1274034.0	3	2					8				
1274034.0	4	1	2	3	3				2		
1274034.0	5	2					4				
1274034.0	6	2					5				
1274034.0	7	2					5				
1274034.0	8	2					2				
1274034.0	9	2					8				
1274034.0	10	2					8				
1274107.0	1	2					4				
1274107.0	2	1	1	1	2				2		
1274107.0	3	2					8				
1274107.0	4	1	2	3	1				2		
1274107.0	5	1	3	2	1				2		
1274107.0	6	2					5				
1274107.0	7	2					5				
1274107.0	8	2					1				
1274107.0	9	2					7				
1274107.0	10	2					8				
1275037.0	1	1	1	1	1				2		
1275037.0	2	1	3	3	2				2		
1275037.0	3	2					7				
1275037.0	4	1	2	4	2				2		
1275037.0	5	1	4	2	1				2		
1275037.0	6	2					8				
1275037.0	7	2					8				
1275037.0	8	2					8				
1275037.0	9	2					8				
1275037.0	10	2					8				
1275053.0	1	2					3				
1275053.0	2	1	1	1	3				2		
1275053.0	3	2					4				
1275053.0	4	2					2				
1275053.0	5	2					1				
1275053.0	6	2					1				
1275053.0	7	2					7				
1275053.0	8	2					5				
1275053.0	9	2					5				
1275053.0	10	2					4				
1275029.0	1	1	1	1	1				2		
1275029.0	2	1	2	2	3				2		
1275029.0	3	2					9	32			
1275029.0	4	1	3	3	2				2		
1275029.0	5	2					8				
1275029.0	6	2					3				
1275029.0	7	2					2				
1275029.0	8	2					5				
1275029.0	9	2					4				
1275029.0	10	2					1				
1275012.0	1	1	1	1	1				2		
1275012.0	2	2					5				
1275012.0	3	2					4				
1275012.0	4	2					2				
1275012.0	5	1	2	2	5				2		
1275012.0	6	2					5				
1275012.0	7	1	3	3	6				2		
1275012.0	8	2					5				
1275012.0	9	2					7				
1275012.0	10	2					4				
1275005.0	1	1	1	1	1				2		
1275005.0	2	1	4	4	6				2		
1275005.0	3	2					8				
1275005.0	4	1	3	3	7				2		
1275005.0	5	1	2	2	2				2		
1275005.0	6	2					7				
1275005.0	7	2					7				
1275005.0	8	2					7				
1275005.0	9	2					7				
1275005.0	10	2					8				
1275013.0	1	2					4				
1275013.0	2	1	2	1	6				2		
1275013.0	3	2					4				
1275013.0	4	1	1	2	7				2		
1275013.0	5	2					7				
1275013.0	6	2					5				
1275013.0	7	2					8				
1275013.0	8	2					7				
1275013.0	9	2					8				
1275013.0	10	2					8				
1275021.0	1	1	1	1	1				2		
1275021.0	2	1	2	2	6				2		
1275021.0	3	2					4				
1275021.0	4	1	4	3	7				2		
1275021.0	5	2					5				
1275021.0	6	2					7				
1275021.0	7	1	3	4	6				2		
1275021.0	8	2					5				
1275021.0	9	2					3				
1275021.0	10	2					3				
1275069.0	1	1	3	1	1				2		
1275069.0	2	1	2	3	2				2		
1275069.0	3	1	4	2	6				2		
1275069.0	4	1	1	4	2				2		
1275069.0	5	1	5	5	7				2		
1275069.0	6	2					1				
1275069.0	7	2					1				
1275069.0	8	2					8				
1275069.0	9	2					1				
1275069.0	10	2					1				
1275077.0	1	2					7				
1275077.0	2	1	1	1	5				2		
1275077.0	3	2					8				
1275077.0	4	2					8				
1275077.0	5	2					1				
1275077.0	6	1	2	2	2				2		
1275077.0	7	1	3	3	6				2		
1275077.0	8	2					1				
1275077.0	9	2					8				
1275077.0	10	2					1				
1275061.0	1	2					9	25			
1275061.0	2	1	4	4	6				2		
1275061.0	3	2					4				
1275061.0	4	2					4				
1275061.0	5	1	1	1	1				2		
1275061.0	6	1	3	3	6				2		
1275061.0	7	1	2	2	1				2		
1275061.0	8	2					1				
1275061.0	9	2					2				
1275061.0	10	2					7				
1276132.0	1	1	1	1	1				2		
1276132.0	2	1	4	3	6				2		
1276132.0	3	2					4				
1276132.0	4	1	3	4	2				2		
1276132.0	5	1	2	2	2				2		
1276132.0	6	2					8				
1276132.0	7	2					8				
1276132.0	8	2					8				
1276132.0	9	2					8				
1276132.0	10	2					8				
1276064.0	1	1	1	1	1				2		
1276064.0	2	1	2	2	2				2		
1276064.0	3	2					8				
1276064.0	4	2					1				
1276064.0	5	2					9	14			
1276064.0	6	2					8				
1276064.0	7	2					1				
1276064.0	8	2					5				
1276064.0	9	2					1				
1276064.0	10	2					1				
1276014.0	1	1	1	1	1				2		
1276014.0	2	1	2	2	5				2		
1276014.0	3	2					7				
1276014.0	4	1	3	3	2				1	1	1400
1276014.0	5	2					7				
1276014.0	6	2					1				
1276014.0	7	2					1				
1276014.0	8	2					1				
1276014.0	9	2					1				
1276014.0	10	2					4				
1276078.0	1	1	1	1	1				2		
1276078.0	2	1	3	3	6				2		
1276078.0	3	2					5				
1276078.0	4	2					1				
1276078.0	5	1	2	2	2				2		
1276078.0	6	2					1				
1276078.0	7	2					7				
1276078.0	8	2					7				
1276078.0	9	2					1				
1276078.0	10	2					4				
1276037.0	1	1	4	1	1				2		
1276037.0	2	1	1	4	2				2		
1276037.0	3	2					2				
1276037.0	4	1	2	3	6				1	1	7000
1276037.0	5	1	3	2	1				2		
1276037.0	6	2					8				
1276037.0	7	2					8				
1276037.0	8	2					8				
1276037.0	9	2					8				
1276037.0	10	2					3				
1276024.0	1	2					3				
1276024.0	2	1	2	2	2				2		
1276024.0	3	2					4				
1276024.0	4	1	3	3	2				2		
1276024.0	5	1	1	1	2				2		
1276024.0	6	2					8				
1276024.0	7	2					8				
1276024.0	8	2					8				
1276024.0	9	2					4				
1276024.0	10	2					8				
1276118.0	1	1	2	2	3				2		
1276118.0	2	1	1	1	2				2		
1276118.0	3	2					7				
1276118.0	4	2					7				
1276118.0	5	2					4				
1276118.0	6	2					8				
1276118.0	7	2					8				
1276118.0	8	2					8				
1276118.0	9	2					8				
1276118.0	10	2					3				
1276010.0	1	1	1	1	5				2		
1276010.0	2	1	2	3	6				2		
1276010.0	3	2					1				
1276010.0	4	2					7				
1276010.0	5	1	4	4	3				2		
1276010.0	6	2					8				
1276010.0	7	2					8				
1276010.0	8	2					8				
1276010.0	9	2					8				
1276010.0	10	1	3	2	1				2		
1276051.0	1	1	1	1	1				2		
1276051.0	2	1	3	3	2				2		
1276051.0	3	1	2	2	1				2		
1276051.0	4	2					4				
1276051.0	5	2					8				
1276051.0	6	2					1				
1276051.0	7	2					1				
1276051.0	8	2					1				
1276051.0	9	2					1				
1276051.0	10	2					7				
1276033.0	1	1	1	1	1				2		
1276033.0	2	1	4	4	6				2		
1276033.0	3	2					4				
1276033.0	4	2					3				
1276033.0	5	1	2	2	2				2		
1276033.0	6	1	3	3	1				2		
1276033.0	7	2					1				
1276033.0	8	2					1				
1276033.0	9	2					1				
1276033.0	10	2					3				
1280039.0	1	1	1	1	7				2		
1280039.0	2	1	3	2	7				2		
1280039.0	3	2					7				
1280039.0	4	1	4	4	7				2		
1280039.0	5	1	2	3	1				2		
1280039.0	6	2					7				
1280039.0	7	2					7				
1280039.0	8	2					1				
1280039.0	9	2					7				
1280039.0	10	1	5	5	7				2		
1280026.0	1	1	1	1	1				2		
1280026.0	2	1	3	3	2				2		
1280026.0	3	2					7				
1280026.0	4	1	2	4	3				1	1	3000
1280026.0	5	1	4	2	1				1	1	500
1280026.0	6	2					1				
1280026.0	7	2					1				
1280026.0	8	2					1				
1280026.0	9	2					1				
1280026.0	10	2					6				
1280046.0	1	1	1	1	1				2		
1280046.0	2	1	2	2	2				2		
1280046.0	3	2					4				
1280046.0	4	2					8				
1280046.0	5	2					7				
1280046.0	6	2					1				
1280046.0	7	2					1				
1280046.0	8	2					1				
1280046.0	9	2					1				
1280046.0	10	2					6				
1280033.0	1	1	3	1	1				2		
1280033.0	2	1	2	3	2				2		
1280033.0	3	1	5	5	6				2		
1280033.0	4	2					2				
